price,sale_month,sale_day,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,lat,long,sqft_living15,sqft_lot15,Yr_house,renovation,rnovation
480000,1,29,6,3.75,2940,5054,2,0,0,3,7,2940,0,47.5122,-122.385,1530,5320,73,1,0
385000,3,16,3,1,1070,4000,1,0,0,4,7,1070,0,47.5529,-122.305,1090,4000,44,0,1
464500,6,24,3,1.75,1150,10466,1,0,0,5,7,1150,0,47.5531,-122.177,1350,10384,56,0,1
546940,5,6,3,1,1470,7680,1,0,0,3,7,1220,250,47.5276,-122.359,1470,6784,69,0,1
314950,4,23,4,1.75,1890,9623,1,0,0,4,7,1290,600,47.2901,-122.279,1510,9711,46,0,1
450000,5,28,3,1,1100,4600,1,0,0,3,7,1100,0,47.5686,-122.385,1200,5175,98,0,1
650000,4,9,2,2.5,1470,690,3,0,3,3,8,1470,0,47.6523,-122.346,1480,1284,7,0,1
233000,11,3,3,2,1710,4697,1,0,0,5,6,1710,0,47.3048,-122.218,1030,4705,74,0,1
599999,5,7,9,4.5,3830,6988,2,0,0,3,7,2450,1380,47.6927,-122.338,1460,6291,77,0,1
550000,7,9,3,2,1970,4166,2,0,3,5,8,1270,700,47.5717,-122.375,2390,4166,86,0,1
255000,11,24,3,1,1230,10170,1,0,0,3,7,1230,0,47.4437,-121.772,1380,10098,36,0,1
624900,2,18,4,2.5,2270,11500,1,0,0,3,8,1540,730,47.7089,-122.241,2020,10918,48,0,1
4500000,8,15,5,5.5,6640,40014,2,1,4,3,12,6350,290,47.7493,-122.28,3030,23408,11,0,1
885250,7,16,4,2.5,3670,49658,2,0,0,3,10,3670,0,47.6219,-122.015,3040,49658,16,0,1
500000,11,3,4,2.25,2730,35100,2,0,0,3,8,2730,0,47.5913,-122.012,2730,36677,38,0,1
325000,8,4,3,1.75,1780,11096,1,0,0,3,7,1210,570,47.617,-122.051,1780,10640,36,0,1
423500,10,17,3,2,2000,10490,1,0,0,3,8,1430,570,47.6976,-122.166,1530,7659,37,0,1
352500,8,21,3,2,1920,33630,1,0,0,3,8,1920,0,47.4983,-122.167,2080,7505,23,0,1
326188,8,21,3,1,1300,8800,1,0,0,3,7,1300,0,47.64,-121.966,1600,12210,38,0,1
261000,10,15,3,1,1780,7800,1,0,0,3,7,1060,720,47.4932,-122.263,1450,7800,58,0,1
253000,2,2,3,2.25,1440,9806,1,0,0,3,7,1440,0,47.3857,-122.212,1590,9782,50,0,1
325000,12,17,3,1,1160,11799,1,0,0,3,7,1160,0,47.7263,-122.229,1220,10500,49,0,1
315000,12,16,3,2.25,1370,1533,3,0,0,3,8,1370,0,47.7326,-122.343,1370,1125,6,0,1
500000,11,25,4,2,2280,7200,1,0,0,4,7,2280,0,47.7132,-122.355,1100,7620,59,0,1
134000,10,30,3,1,1270,8508,1,0,0,4,6,650,620,47.4961,-122.322,1200,9415,73,0,1
910000,1,16,4,3.5,3570,27699,2,0,0,3,11,3570,0,47.7173,-122.098,3800,35880,25,0,1
249000,8,18,3,1.5,1070,5150,1,0,0,4,6,1070,0,47.5335,-122.349,1020,4800,75,0,1
2250000,4,21,5,5.25,3410,8118,2,0,0,3,11,3410,0,47.6295,-122.236,3410,16236,9,0,1
2725000,12,3,4,4.25,6410,43838,2,0,2,4,12,5610,800,47.5703,-122.28,2270,6630,109,0,1
555000,12,29,5,2.75,2810,13144,1,0,0,3,8,1440,1370,47.6199,-122.141,2480,13144,51,0,1
730000,12,8,4,2.75,3800,9606,2,0,0,3,9,3800,0,47.7368,-122.208,3400,9677,7,0,1
583000,5,9,4,2.5,2660,4000,2,0,0,3,8,2660,0,47.6876,-122.038,2330,4517,14,0,1
286000,1,14,4,1.75,2190,8400,2,0,0,2,8,2190,0,47.3003,-122.373,2410,7700,37,0,1
450000,5,29,4,2,2240,7725,1,0,0,5,7,1120,1120,47.5331,-122.365,1340,6300,59,0,1
430000,6,3,4,2.25,1790,7203,1,0,0,4,7,1110,680,47.7709,-122.294,2270,9000,42,0,1
1164000,4,7,3,3.5,3620,8072,2,0,0,3,10,2920,700,47.5646,-122.127,3680,9624,16,0,1
304000,6,13,3,1,1280,8184,1,0,0,4,6,1280,0,47.7467,-122.319,1120,8184,68,0,1
640000,4,28,4,2,2310,31850,1,0,0,4,8,2310,0,47.7713,-122.122,2710,36042,31,0,1
540000,7,1,3,1.75,2050,9580,1,0,0,3,8,1400,650,47.6212,-122.038,1740,11952,31,0,1
605000,5,5,5,1.75,3240,34510,2,0,0,4,7,2690,550,47.5529,-122.027,2650,28250,52,0,1
469000,12,30,3,1.75,1480,800,2,0,0,3,8,1000,480,47.5493,-122.387,1480,1143,1,0,1
322500,12,3,4,2.75,2060,6659,1,0,0,3,7,1280,780,47.4276,-122.157,2020,8720,34,0,1
146000,12,31,3,1,900,4770,1,0,0,3,6,900,0,47.3038,-122.362,900,3480,46,1,0
475000,3,25,3,1,1250,150117,1,0,0,3,7,1250,0,47.5956,-122.009,3060,50055,40,0,1
957500,4,9,4,2.25,2360,11523,2,0,0,4,10,2360,0,47.5318,-122.224,2850,11362,47,0,1
349500,9,26,4,2.5,2030,4596,2,0,0,3,8,2030,0,47.3515,-122.275,2040,4705,1,0,1
540000,10,14,2,2,1640,3021,1,0,2,3,7,840,800,47.666,-122.358,1780,4500,56,0,1
650000,9,11,4,2.25,1910,5120,1,0,0,3,8,1300,610,47.6534,-122.409,1810,5153,61,0,1
767500,4,8,4,2,2350,4815,1,0,0,4,7,1450,900,47.6681,-122.338,1640,4013,101,0,1
1100000,6,4,5,2.75,2660,8737,1,0,4,5,8,1470,1190,47.5667,-122.155,3280,8783,46,0,1
577000,11,11,3,1.5,1560,20251,1,0,0,5,7,1200,360,47.619,-122.054,1560,19119,26,0,1
260000,7,10,3,2.5,1490,8102,2,0,0,4,7,1490,0,47.3712,-122.092,1640,7943,25,0,1
685000,3,19,3,1.75,2210,8955,1,0,1,3,8,1560,650,47.6621,-122.189,2210,8976,41,0,1
775000,10,13,4,2.5,3180,15358,2,0,0,3,9,3180,0,47.5172,-122.053,3020,15522,27,0,1
435000,6,26,4,2.75,2110,8751,1,0,0,3,7,1510,600,47.7617,-122.215,1660,10295,53,0,1
1313000,2,20,6,3,2980,7200,1,0,2,3,8,2980,0,47.6366,-122.362,1720,3600,104,0,1
514000,9,3,3,2.25,2260,54014,1,0,0,3,7,1450,810,47.7657,-122.131,2140,44431,53,0,1
1275000,8,28,6,5.25,6160,27490,2,0,0,3,11,4040,2120,47.6094,-122.023,4225,9100,8,0,1
275000,9,29,3,1,1230,171190,1,0,0,3,7,1230,0,47.4397,-122.46,1550,15450,42,0,1
509000,1,14,3,2.25,1780,9315,2,0,0,3,7,1780,0,47.7484,-122.353,1780,8545,19,0,1
315000,12,15,3,1,970,6828,1,0,0,3,6,970,0,47.5476,-122.36,1160,11666,87,0,1
249000,8,9,3,1.75,1300,8500,1,0,0,4,7,1300,0,47.209,-122.005,1410,7800,51,0,1
445000,7,17,3,1.75,1490,10844,1,0,0,3,7,1210,280,47.6208,-122.106,2090,9944,41,0,1
305000,11,20,3,2.5,2100,6825,2,0,0,3,8,2100,0,47.4314,-122.189,2180,7614,21,0,1
650000,4,16,3,2,1840,3075,1,0,0,5,7,920,920,47.6894,-122.35,1480,3774,87,0,1
465000,11,6,3,2,1430,14250,1,0,0,3,7,1430,0,47.701,-122.199,1530,11475,62,0,1
460458,9,29,4,2.5,3284,6516,2,0,0,3,8,3284,0,47.3393,-122.181,2555,5008,1,0,1
450000,4,28,3,1.75,1250,5963,1,0,0,4,7,1250,0,47.6796,-122.301,970,5100,62,0,1
299900,8,21,3,1.75,1470,27000,1,0,0,3,7,1470,0,47.3943,-122.311,2230,14186,57,0,1
290000,1,7,4,2.75,2240,8162,2,0,0,5,7,1380,860,47.7427,-122.34,1550,8163,69,0,1
521900,12,3,3,2.5,2100,12338,2,0,0,3,9,2100,0,47.7412,-122.168,2320,6257,18,0,1
517500,11,14,3,2.5,1810,4332,2,0,0,3,8,1810,0,47.5776,-121.996,1740,4332,23,0,1
397000,8,20,4,2.5,3000,8584,2,0,0,3,7,3000,0,47.369,-122.032,2610,7570,12,0,1
492000,7,12,2,1,1290,6272,1,0,0,4,6,890,400,47.6777,-122.305,1260,5376,93,0,1
325000,1,7,3,2.5,1830,7585,2,0,0,4,8,1830,0,47.3893,-122.154,2070,7585,20,0,1
460000,10,28,4,3,2230,108900,1,0,0,3,7,1410,820,47.52,-121.845,1960,65340,37,0,1
622000,3,9,3,2.25,1550,1919,3,0,0,3,8,1550,0,47.6729,-122.379,1550,2918,12,0,1
140000,2,4,3,1,1090,10620,1,0,0,3,7,1090,0,47.3748,-122.294,1380,10620,56,0,1
375000,7,24,3,1,1870,7671,1,0,0,4,8,1720,150,47.7162,-122.36,1460,7679,78,0,1
450000,3,27,2,1,1010,3627,1,0,2,4,6,1010,0,47.5873,-122.294,1630,4040,91,0,1
319000,7,28,2,1,960,4400,1,0,0,4,7,960,0,47.5269,-122.264,1520,5000,64,0,1
698000,9,29,6,2.5,2680,11250,1,0,0,5,7,1340,1340,47.6553,-122.19,2200,9875,48,0,1
467500,1,5,3,1,1830,6453,1,0,0,4,7,1830,0,47.7139,-122.288,1670,8012,59,0,1
545000,6,4,5,2.5,2730,17240,1,0,0,5,7,1660,1070,47.7646,-122.267,2250,13200,57,0,1
874950,4,7,2,1,1080,4000,1,0,0,3,7,1080,0,47.6902,-122.387,1530,4240,75,0,1
667000,1,30,5,2.25,2560,10360,1,0,0,4,8,1870,690,47.5819,-122.126,2070,7875,49,0,1
1360000,7,7,4,3,5430,108900,2,0,0,4,10,5430,0,47.6582,-122.038,3170,107076,28,0,1
625000,4,29,3,2.5,2120,10021,1,0,0,4,8,1230,890,47.5621,-122.135,2690,10183,39,0,1
420000,7,28,3,1.75,1720,8102,1,0,0,5,6,860,860,47.7336,-122.29,1440,8106,75,0,1
366350,3,24,4,1,1680,5043,1,0,0,4,6,1680,0,47.5354,-122.273,1560,5765,104,0,1
585000,5,15,5,1.75,2000,3750,2,0,0,4,7,2000,0,47.6618,-122.355,1520,3750,94,0,1
582000,7,11,5,2.5,2780,12335,1,0,0,4,8,1590,1190,47.5681,-122.128,2750,9930,47,0,1
385000,10,8,2,1,770,7554,1,0,0,3,6,770,0,47.7057,-122.36,1390,7500,69,0,1
407000,2,17,3,1,1140,7785,1,0,0,3,8,1140,0,47.709,-122.363,2080,10620,61,0,1
439950,7,23,3,2.5,1540,7773,2,0,0,4,8,1540,0,47.722,-122.194,1630,7340,33,0,1
365000,4,27,3,1.75,1450,61419,1,0,0,4,8,1450,0,47.3343,-122.16,2256,82328,39,0,1
683500,6,24,3,1.5,1820,5756,1,0,0,3,7,1640,180,47.6479,-122.367,1760,6169,69,0,1
227000,10,1,2,1,860,6800,1,0,0,3,6,860,0,47.7274,-122.337,1220,6800,72,0,1
560000,3,13,4,1.75,2120,6250,1,0,0,5,7,1060,1060,47.5506,-122.385,1410,6250,98,0,1
430000,12,17,2,1.5,1320,1194,3,0,0,3,7,1320,0,47.6704,-122.39,1320,1250,14,0,1
222200,4,17,2,1,1210,10000,1,0,0,3,7,1210,0,47.4402,-122.333,1620,10959,62,0,1
352000,3,11,5,2.75,2980,9838,1,0,0,3,7,1710,1270,47.3807,-122.222,2240,9838,47,0,1
349000,6,11,3,2.5,1430,1002,3,0,0,3,8,1430,0,47.698,-122.349,1430,1530,13,0,1
235000,1,15,3,1,1430,15246,1,0,0,4,7,980,450,47.4075,-122.214,1960,13068,54,0,1
815000,2,24,5,2.25,3410,35536,2,0,0,3,10,2530,880,47.65,-122.155,3140,43453,41,0,1
662700,4,2,2,1.5,2440,6900,2,0,0,3,7,1590,850,47.5568,-122.271,1770,6900,105,0,1
895000,8,13,4,2,1710,4178,1,0,0,4,8,1710,0,47.6373,-122.3,1760,4178,89,0,1
425000,3,12,5,1.75,1400,5071,1,0,0,3,5,1400,0,47.6499,-121.908,1200,7500,99,0,1
710000,10,28,4,2.5,2880,12349,2,0,0,3,10,2880,0,47.5879,-121.973,3490,11539,19,0,1
517500,4,9,4,2.5,1520,3370,2,0,0,3,8,1520,0,47.5696,-122.004,1860,4486,21,0,1
489950,6,19,3,2.25,1820,7326,2,0,0,3,8,1820,0,47.7133,-122.217,2430,7696,32,0,1
710000,6,3,3,2,2140,4923,1,0,0,4,8,1070,1070,47.6902,-122.339,1470,4923,87,0,1
290000,11,3,2,1.75,1560,7575,1,0,0,3,8,1560,0,47.3776,-122.228,2050,9000,13,0,1
379950,2,25,4,2.5,2612,5850,2,0,0,3,8,2612,0,47.3751,-122.189,2419,8984,1,0,1
500000,4,10,3,2,2050,11454,1,0,0,3,8,2050,0,47.6389,-122.11,1980,11424,28,0,1
945000,6,19,2,2.5,2540,7089,2,0,0,3,9,2540,0,47.5747,-122.414,1330,7089,11,0,1
225000,8,12,3,1.5,1660,7221,1,0,0,3,7,980,680,47.4962,-122.32,1770,8083,53,0,1
342500,6,24,2,1.75,1210,7507,1,0,0,3,7,1210,0,47.7078,-122.234,1840,7500,33,0,1
459000,7,22,2,2,1480,804,3,0,0,3,8,1480,0,47.602,-122.308,1380,1751,7,0,1
575000,6,16,4,2.5,2120,9603,2,0,0,3,8,2120,0,47.5348,-122.053,1990,9611,30,0,1
250000,7,16,2,1,990,10556,2,0,0,3,7,990,0,47.5118,-122.188,1350,7295,34,0,1
387846,12,15,4,1.75,2520,15205,1,0,0,4,7,2040,480,47.7642,-122.264,1680,10000,61,0,1
318400,7,24,4,2.5,1820,6916,2,0,0,3,7,1820,0,47.3862,-122.029,1680,6995,21,0,1
609000,9,18,3,2.5,2630,10131,2,0,0,3,9,2630,0,47.7695,-122.259,2800,10123,26,0,1
865000,10,28,4,4,2790,16117,2,0,0,4,9,2790,0,47.6033,-122.155,2740,25369,16,0,1
423000,4,15,3,1.75,1100,10005,1,0,0,5,7,1100,0,47.5374,-122.173,1340,9709,51,0,1
375000,12,16,3,2.5,1530,1131,3,0,0,3,8,1530,0,47.6993,-122.346,1530,1445,6,0,1
237200,4,21,3,1.5,1220,9000,1,0,0,4,7,1220,0,47.3642,-122.109,1220,9472,47,0,1
447000,10,27,4,2.5,2660,8027,2,0,0,3,8,2660,0,47.4831,-121.781,2480,8095,18,0,1
455000,3,25,2,1.5,1260,5100,1,0,0,3,7,1260,0,47.6914,-122.288,1640,5100,74,0,1
405000,11,12,5,2.5,3370,5092,2,0,0,3,7,3370,0,47.3594,-122.036,2910,5092,9,0,1
445000,9,10,4,2.5,2360,81892,1,0,0,3,8,2360,0,47.369,-122.156,1730,18096,15,0,1
851000,7,2,5,3.25,3760,9792,2,0,0,3,9,2550,1210,47.5654,-122.115,2960,16500,31,0,1
349000,3,12,3,2.5,2550,7709,2,0,0,3,9,2550,0,47.3081,-122.391,2410,9250,26,0,1
555000,9,29,3,2,2240,11250,1,0,0,3,8,2240,0,47.6371,-122.119,2200,12500,47,0,1
509000,11,4,4,2,1960,2166,1,0,0,4,7,1260,700,47.6545,-122.344,1670,4000,89,0,1
352750,4,20,4,2.75,2270,24237,1,0,0,4,7,1360,910,47.4672,-122.175,2050,8016,38,0,1
379000,5,7,5,2.5,2803,8550,1,0,0,3,8,2803,0,47.3032,-122.306,1810,8550,52,1,0
249000,11,19,4,1,1200,7552,1,0,0,3,6,1060,140,47.5317,-122.37,1580,7680,96,0,1
325000,5,9,3,2.25,1352,1694,3,0,0,3,8,1352,0,47.7265,-122.315,1439,1387,8,0,1
1050000,2,20,4,3,3080,10757,2,0,3,5,8,3080,0,47.5671,-122.159,2810,10757,54,0,1
310000,2,26,5,2,2900,11970,2,0,0,4,7,2900,0,47.741,-122.095,1260,12398,46,0,1
527500,12,4,4,2.25,2270,8480,1,0,0,5,8,1310,960,47.5448,-122.174,1910,9050,42,0,1
750000,3,23,3,2.5,2790,21043,2,0,0,3,9,2790,0,47.673,-122.03,2900,34589,22,0,1
400000,4,27,3,1,1240,4000,1,0,0,3,8,1240,0,47.5467,-122.359,1200,17707,87,1,0
360000,7,14,3,2.25,2130,8466,1,0,0,3,7,1290,840,47.4537,-122.211,2250,9682,32,0,1
430000,5,22,4,3,3220,8936,2,0,0,3,9,2450,770,47.4208,-122.213,2810,10500,25,0,1
365000,10,6,4,2.25,2070,8893,2,0,0,4,8,2070,0,47.4388,-122.162,2390,7700,29,0,1
340000,2,25,3,2.75,1720,28000,1,0,0,4,7,1720,0,47.4375,-122.176,2000,41817,57,0,1
612500,2,27,4,2.5,2550,10623,2,0,0,3,9,2550,0,47.5695,-121.992,2750,8100,23,0,1
365000,12,15,2,1.5,1200,6380,1,0,0,3,7,1200,0,47.697,-122.319,1290,6598,86,0,1
350500,4,7,3,1.75,2080,5200,1,0,0,3,7,1040,1040,47.4738,-122.35,1410,6550,41,0,1
436000,12,2,4,2.5,2495,5751,2,0,0,3,7,2495,0,47.7243,-121.957,2490,6300,13,0,1
165000,9,2,4,1,1220,7980,1,0,0,3,6,1220,0,47.4924,-122.237,1210,7920,71,0,1
157340,3,24,2,1,900,23000,1,0,0,2,7,900,0,47.3576,-122.156,1460,8265,62,0,1
328000,12,22,4,2.75,1930,3840,1,0,0,3,7,1170,760,47.5303,-122.346,1610,3840,18,0,1
389000,7,2,4,1.75,2400,7700,1,0,0,4,7,1500,900,47.7125,-122.332,1530,7700,88,0,1
450000,9,16,3,1.75,1850,8667,1,0,0,4,7,880,970,47.7025,-122.198,1450,10530,33,0,1
760000,9,9,4,2.5,2990,5280,2,0,0,3,9,2210,780,47.5353,-122.066,2990,6299,12,0,1
260000,10,14,3,2.5,1510,6095,2,0,0,4,7,1510,0,47.3498,-122.037,1520,6000,24,0,1
252000,12,23,3,1.75,2050,11313,1,0,0,3,7,1520,530,47.2837,-122.358,1620,8065,28,0,1
665000,9,3,4,3.5,3770,47480,2,0,0,3,9,3770,0,47.3552,-121.99,3380,42689,12,0,1
232000,7,8,3,1.5,1460,15000,1,0,0,3,7,1460,0,47.3182,-122.271,1510,15000,49,0,1
320900,7,14,3,2,1770,7251,1,0,0,4,8,1770,0,47.4087,-122.17,2560,7210,25,0,1
650000,4,13,6,3,2960,5000,1,0,0,3,8,1790,1170,47.6971,-122.341,1280,1251,47,0,1
784000,6,12,3,3.5,3950,111078,1,0,0,3,9,2460,1490,47.697,-122.072,2480,88500,26,0,1
653000,9,17,3,3,3040,5067,3,0,2,3,10,3040,0,47.5409,-122.267,1820,5998,22,0,1
196000,3,26,3,1,1090,7400,1,0,0,4,7,1090,0,47.2923,-122.19,1140,8165,53,0,1
1580000,6,23,4,2.5,4570,74487,2,0,4,5,12,4570,0,47.7282,-122.372,3810,74487,67,1,0
470000,7,24,4,2.5,2680,8062,1,0,3,4,7,1530,1150,47.4132,-122.328,1920,8600,48,0,1
225000,6,10,3,1.75,1760,26055,1,0,0,3,7,920,840,47.3664,-122.1,1350,13475,36,0,1
370000,8,25,3,2.5,2313,5700,2,0,0,3,9,2313,0,47.3572,-122.202,2323,5701,4,0,1
345000,6,9,2,1.5,1340,1210,2,0,0,3,8,1120,220,47.588,-122.305,1340,1213,7,0,1
635000,9,10,4,2,2660,8160,1,0,0,4,7,1380,1280,47.7229,-122.359,1660,8160,66,0,1
365000,8,29,2,1,990,8250,1,0,0,3,7,990,0,47.7252,-122.331,1080,8168,60,0,1
653000,6,2,3,2.5,2290,3475,2,0,0,3,9,2290,0,47.5551,-122.001,2340,3626,9,0,1
467500,10,6,3,1.75,2040,273556,1,0,0,3,7,2040,0,47.4361,-122.469,1790,273556,18,0,1
443500,6,20,4,2.5,2040,21781,2,0,0,3,8,2040,0,47.6458,-121.904,2410,21781,21,0,1
310000,11,13,4,3,2320,7200,2,0,0,3,7,2320,0,47.7703,-122.312,2050,10000,39,0,1
721000,9,24,2,1.5,1790,4250,1,0,0,3,7,920,870,47.6367,-122.301,1910,4250,100,1,0
628000,5,13,4,2,2260,6000,1,0,0,3,8,1430,830,47.6876,-122.298,2030,5874,57,0,1
1010000,11,19,4,3.5,3350,3752,2,0,0,3,9,2550,800,47.6782,-122.365,1050,4960,8,0,1
191950,2,24,2,2.5,1390,1302,2,0,0,3,7,1390,0,47.3081,-122.329,1390,2052,28,0,1
644500,11,1,4,2.5,2990,5342,2,0,0,3,8,2990,0,47.6124,-122.009,2990,5936,11,0,1
280300,12,10,2,1,920,5000,1,0,0,4,6,490,430,47.7008,-122.338,1500,5000,66,0,1
325000,2,23,3,2.5,1570,3143,2,0,0,3,7,1570,0,47.7364,-121.969,1740,3591,14,0,1
339000,4,24,3,2.25,1970,7210,1,0,0,4,8,1380,590,47.3821,-122.171,1970,7350,37,0,1
432100,7,30,3,1.75,1840,7350,1,0,0,3,8,1310,530,47.7089,-122.23,1860,7000,39,0,1
440000,8,4,4,2.5,2800,28254,2,0,0,3,9,2800,0,47.3552,-122.063,2530,4694,14,0,1
229900,10,21,3,1.75,1100,7224,1,0,0,3,7,1100,0,47.3717,-122.277,1700,8447,34,0,1
480000,10,6,3,1.75,1680,2552,1,0,0,4,7,840,840,47.6848,-122.391,1220,3880,63,0,1
548000,6,3,3,2.5,2110,4099,2,0,0,3,8,2110,0,47.7508,-122.17,2110,4871,14,0,1
885000,11,21,3,3.25,2640,16090,1,0,2,4,8,1960,680,47.5374,-122.213,3690,15000,39,0,1
485000,9,2,3,1,1020,6120,1,0,0,3,7,1020,0,47.6787,-122.285,2370,6695,74,0,1
260000,5,5,3,1.75,1680,8725,1,0,0,3,8,1240,440,47.3107,-122.397,2020,8352,37,0,1
688000,6,18,3,3,3450,16200,2,0,0,3,10,3450,0,47.6319,-122.041,3130,12150,32,0,1
556000,8,4,3,2.5,2750,35440,2,0,0,3,9,2750,0,47.4745,-121.723,2710,35440,21,0,1
330000,9,15,5,2.5,3597,4972,2,0,0,3,7,3597,0,47.3002,-122.282,3193,6000,9,0,1
231000,1,29,4,1,1220,5120,1,0,0,5,6,1220,0,47.205,-121.996,1540,7670,75,0,1
242000,10,22,3,1.5,1640,8922,1,0,0,4,7,1640,0,47.495,-122.342,1540,9040,52,0,1
353500,5,6,3,2.5,2020,4845,2,0,0,3,7,2020,0,47.3848,-122.033,1930,5134,14,0,1
425000,6,3,3,2.25,1660,6000,1,0,0,3,7,1110,550,47.6113,-122.297,1440,4080,36,0,1
525000,11,26,1,1,830,3200,1,0,0,3,7,830,0,47.6557,-122.348,1350,2512,91,0,1
168500,5,28,3,1,1100,10125,1,0,0,3,7,1100,0,47.367,-122.107,1570,10650,46,0,1
469000,8,18,2,1,1120,4284,1,0,0,3,6,730,390,47.6688,-122.324,2050,4160,94,0,1
253905,9,30,3,1,940,8400,1,0,0,5,7,940,0,47.5112,-122.167,950,8400,57,0,1
129000,11,7,2,1,760,5240,1,0,0,3,6,760,0,47.388,-122.234,980,5080,66,0,1
450000,2,25,3,2,1010,2820,1,0,0,3,7,1010,0,47.6066,-122.304,1330,3000,110,0,1
1101000,3,16,3,1.5,2220,4830,2,0,3,3,9,1790,430,47.5825,-122.4,1670,4830,87,1,0
205000,8,22,3,2,1800,11419,1,0,0,3,8,1800,0,47.2623,-122.217,2220,11406,26,0,1
240000,10,16,4,1.75,1420,5382,1,0,0,5,5,1040,380,47.4946,-122.187,1150,5382,73,0,1
539500,6,6,3,2.5,3080,12476,2,0,0,3,10,3080,0,47.3752,-122.029,3130,13631,25,0,1
620000,9,11,3,2.25,2520,212137,2,0,0,3,9,1590,930,47.7384,-121.878,2000,212137,10,0,1
797000,7,10,3,2.5,1370,1911,2,0,0,3,9,1370,0,47.6375,-122.354,1630,2090,108,1,0
1059000,10,1,4,3.5,4460,16271,2,0,2,3,11,4460,0,47.5862,-121.97,4540,17122,14,0,1
333000,11,21,3,2.5,1520,3041,2,0,0,3,7,1520,0,47.4874,-122.152,1820,3229,6,0,1
850000,2,17,3,2.5,3120,12406,2,0,2,3,9,1940,1180,47.5507,-122.141,3240,13141,32,0,1
375000,11,6,3,2,1410,10078,1,0,0,4,6,1410,0,47.7587,-122.144,2090,9202,32,0,1
599000,5,23,3,2.75,1960,2500,1,0,0,5,7,1410,550,47.6744,-122.353,2040,5000,89,0,1
209950,12,4,3,1,1660,8800,1,0,0,4,7,960,700,47.3212,-122.352,1370,10112,52,0,1
787500,8,4,4,1.75,1580,9382,1,0,0,3,7,1080,500,47.6353,-122.232,2010,9382,52,0,1
1760000,8,11,4,5,6055,21630,1,0,3,4,12,3555,2500,47.5524,-122.112,4890,19223,19,0,1
536000,2,13,4,2.5,2880,8833,2,0,0,3,7,2880,0,47.5388,-121.89,2570,5234,9,0,1
400000,6,10,4,2.5,2530,7563,1,0,0,3,7,1440,1090,47.7762,-122.21,1960,7811,37,0,1
249500,2,11,4,1.5,2120,8554,1,0,0,4,7,1170,950,47.2933,-122.195,1790,8554,38,0,1
542500,7,7,3,2.5,2040,10086,2,0,0,3,8,2040,0,47.679,-122.113,1940,10272,28,0,1
575000,7,23,3,2.25,2680,100188,2,0,0,4,8,1580,1100,47.4776,-122.02,2540,60548,37,0,1
497500,10,8,5,1.5,2170,8610,1,0,0,4,7,1230,940,47.6111,-122.126,1670,8610,56,0,1
265000,8,18,5,4,1400,8580,1,0,0,5,7,900,500,47.456,-122.292,1220,8832,61,0,1
230000,10,30,3,1,1020,12289,1,0,0,4,7,1020,0,47.4235,-122.155,1300,9894,48,0,1
587500,9,24,4,2.25,1780,6120,1,0,0,3,8,1310,470,47.6955,-122.287,1780,6120,64,0,1
637000,3,4,4,2.75,2900,5803,2,0,0,3,9,2900,0,47.7368,-122.232,2900,6212,8,0,1
512500,3,4,3,1.75,1610,7200,1,0,0,3,7,1180,430,47.5966,-122.144,1520,7973,39,0,1
1205000,4,3,4,3,3330,7650,1,0,0,3,9,1830,1500,47.6889,-122.352,1200,3876,7,0,1
440000,6,10,3,1.5,1290,1286,3,0,0,3,7,1290,0,47.6617,-122.349,1720,1286,15,0,1
329000,11,12,2,1,940,7700,1,0,0,4,6,940,0,47.7067,-122.354,1290,7375,99,0,1
400000,2,23,4,2.5,2310,5813,2,0,0,3,8,2310,0,47.5107,-122.362,1830,7200,1,0,1
782500,9,9,4,2.5,2930,7806,2,0,0,3,9,2930,0,47.6219,-122.024,2600,6051,10,0,1
318000,1,30,3,1.75,1570,12506,1,0,0,4,8,1570,0,47.3365,-122.319,2120,13243,56,0,1
284000,7,9,4,1.75,1880,8800,1,0,0,3,7,1130,750,47.5137,-122.333,1340,8733,55,0,1
160000,1,29,2,1,1070,4200,1,0,0,4,6,1070,0,47.3336,-122.215,1150,4200,32,0,1
350000,12,26,3,1.75,1470,8645,1,0,0,3,6,1470,0,47.7524,-122.323,1470,7680,66,0,1
349000,3,16,3,1.75,1790,50529,1,0,0,5,7,1090,700,47.3511,-122.073,1940,50529,50,0,1
460000,6,16,2,1,890,2100,1,0,0,4,6,760,130,47.656,-122.359,1600,4250,96,0,1
1350000,5,7,4,1.75,2000,3728,1,0,0,4,9,1820,180,47.643,-122.299,1950,3728,89,0,1
380000,8,12,4,2.5,2500,11070,1,0,2,4,8,1300,1200,47.336,-122.334,2500,11070,51,0,1
525000,3,13,3,2.5,2200,4544,2,0,0,3,8,2200,0,47.5319,-121.867,2400,5431,15,0,1
212000,1,14,2,1,790,7153,1,0,0,4,6,790,0,47.4869,-122.324,810,7128,71,0,1
549000,5,5,2,1,1140,5400,1,0,0,5,7,1140,0,47.6205,-122.294,1520,4800,107,0,1
100000,6,10,4,1,1120,2685,1,0,0,3,5,860,260,47.4904,-122.203,1120,4838,76,0,1
507950,4,1,4,2.5,2630,6283,2,0,0,3,9,2630,0,47.5079,-122.158,2630,7210,9,0,1
430000,11,14,3,2,2350,12480,1,0,0,3,7,1600,750,47.7661,-122.262,2160,12000,34,0,1
